Key,schinese,tchinese
cntStoreShelfElectronicsSingleBottomSpeaker,电子产品货架,電子產品貨架
cntStoreShelfElectronicsDoubleBottomGoods01,电子产品货架,電子產品貨架
cntStoreShelfElectronicsDoubleBottomGoods02,电子产品货架,電子產品貨架
cntStoreShelfElectronicsDoubleBottomGoods03,电子产品货架,電子產品貨架
cntStoreShelfElectronicsDoubleBottomGoods04,电子产品货架,電子產品貨架
cntStoreElectronicsBookShelfSpeaker,电子产品货架,電子產品貨架
cntStoreElectronicsPalletTvFallen,电子产品货架,電子產品貨架
cntStoreElectronicsPalletTvStanding,电子产品货架,電子產品貨架
cntBarrelOilQuadA,H2SO4 桶,H2SO4 桶
cntBarrelOilQuadB,H2SO4 桶,H2SO4 桶
cntBarrelOilSingle00,H2SO4 桶,H2SO4 桶
cntBarrelOilSingle45,H2SO4 桶,H2SO4 桶
cntBarrelRadiatedQuadA,HNO3桶,HNO3桶
cntBarrelRadiatedQuadB,HNO3桶,HNO3桶
cntBarrelRadiatedSingle00,HNO3桶,HNO3桶
cntBarrelRadiatedSingle45,HNO3桶,HNO3桶
cntVendingMachineGroupDesc,使用卢布在自动售货机上购买商品或自己购买商品来出售商品。,使用盧布在自動販賣機上購買商品或自己購買商品來出售商品。
challengeQuestCompleteDesc,[DECEA3]商人[-]提供多种[DECEA3]任务[-]类型，奖励玩家[DECEA3]卢布[-]、[DECEA3]XP[-]和[DECEA3]物品[-]。[DECEA3]任务[-]必须归还给您接受它们的[DECEA3]商人[-]。如果您在未完成所有目标的情况下离开，[DECEA3]POI[-]的[DECEA3]任务[-]将失败。\n\n通过接近[DECEA3]激活标记[-]（黄色感叹号标识）并使用[action:permanent:Activate][action:local:Activate]激活它来启动[DECEA3]任务[-]。 \n\n[FF0000]警告：[-]这将导致 [DECEA3]POI[-] [FF0000]完全[-]重置，移除 [DECEA3]任何[-]玩家放置的 [DECEA3]方块[-]，包括 [DECEA3]容器[-]、[DECEA3]建筑方块[-]和 [DECEA3]装饰品[-]。此重置是 [FF0000]永久性[-]且 [FF0000]不可逆[-]，因此请确保在 [DECEA3]激活[-]标记前仔细检查。\n\n放置 [DECEA3]床单[-]或 [DECEA3]土地要求方块[-]将保护 [DECEA3]POI[-]不被以这种方式 [DECEA3]重置[-]。,[DECEA3]商人[-]提供多種[DECEA3]任務[-]類型，獎勵玩家[DECEA3]盧布[-]、[DECEA3]XP[-]和[DECEA3]物品[-]。[DECEA3]任務[-]必須歸還給您接受它們的[DECEA3]商人[-]。如果您在未完成所有目標的情況下離開，[DECEA3]POI[-]的[DECEA3]任務[-]將失敗。\n\n透過接近[DECEA3]啟用標記[-]（黃色驚嘆號標識）並使用[action:permanent:Activate][action:local:Activate]啟用它來啟動[DECEA3]任務[-]。 \n\n[FF0000]警告：[-]這將導致 [DECEA3]POI[-] [FF0000]完全[-]重設，移除 [DECEA3]任何[-]玩家放置的 [DECEA3]方塊[-]，包括 [DECEA3]容器[-]、[DECEA3]建築方塊[-]和 [DECEA3]裝飾品[-]。此重設是 [FF0000]永久性[-]且 [FF0000]不可逆[-]，因此請確保在 [DECEA3]啟用[-]標記前仔細檢查。\n\n放置 [DECEA3]床單[-]或 [DECEA3]土地要求方塊[-]將保護 [DECEA3]POI[-]不被以這種方式 [DECEA3]重設[-]。
traderTip,商人遍布全球各地的定居点。他们有商人标志和高高飘扬的绿色商人旗帜。\n物品可以用卢布买卖。您可以在库存的上角看到您的总现金。\n商人会定期补货。\n有些物品只能成捆买卖。\n商人在黎明和黄昏之间营业。\n投资“更好的易货”特权，以提高您与商人的买卖技能。\n随着您的等级和/或投资“勇敢的冒险家”，它将提高您的交易者阶段。提高交易者阶段可以让您获得更好的交易物品。\n商人还可以给您任务。,商人遍布全球各地的定居點。他們有商人標誌和高高飄揚的綠色商人旗幟。\n物品可以用盧布買賣。您可以在庫存的上角看到您的總現金。\n商人會定期補貨。\n有些物品只能成捆買賣。\n商人在黎明和黃昏之間營業。\n投資“更好的易貨”特權，以提高您與商人的買賣技能。\n隨著您的等級和/或投資“勇敢的冒險家”，它將提高您的交易者階段。提高交易者階段可以讓您獲得更好的交易物品。\n商人還可以給您任務。
vendingMachineTip,自动售货机有三种类型：各种 POI 中的食品和饮料自动售货机、商人定居点中的可租用自动售货机以及可从商人处购买的玩家拥有的自动售货机。所有自动售货机都使用卢布，卢布可以在世界中找到或通过向商人出售物品获得。您可以在库存的右上角看到您有多少钱。NPC 可以从您租用的自动售货机购买，因此明智的做法是保持库存充足，不要将物品标得太高。,自動販賣機有三種類型：各種 POI 中的食品和飲料自動販賣機、商人定居點中的可租用自動販賣機以及可從商人處購買的玩家擁有的自動販賣機。所有自動販賣機都使用盧布，盧布可以在世界中找到或通過向商人出售物品獲得。您可以在庫存的右上角看到您有多少錢。NPC 可以從您租用的自動販賣機購買，因此明智的做法是保持庫存充足，不要將物品標得太高。
quest_next_trader_completion,听到这个消息真是太好了！我们的卢布已经尘封太久了。我们一直想开辟新的贸易路线。如果你有时间，我们有一些工作要做。,聽到這個消息真是太好了！我們的盧布已經塵封太久了。我們一直想開闢新的貿易路線。如果你有時間，我們有一些工作要做。
quest_next_trader_offer,我们正在拓展通往 [DECEA3]{goto.directionfull}[-] 的贸易路线。告诉 [DECEA3]{goto.name}[-] 的人们我们的卢布已经准备好了，他们会给你奖励并给你更多工作。,我們正在拓展通往 [DECEA3]{goto.directionfull}[-] 的貿易路線。告訴 [DECEA3]{goto.name}[-] 的人們我們的盧布已經準備好了，他們會給你獎勵並給你更多工作。
trader_bob_greeting_02,如果你有卢布，我们就准备好上路！,如果你有盧布，我們就準備好上路！

ammoEft7mmShotgun,12/70 - 7mm 霰弹,12/70 - 7mm 霰彈
ammoEftFlechetteShotgun,12/70 - 飞镖弹,12/70 - 飛鏢彈
ammoEftAP20Slug,12/70 - AP-20 霰弹块,12/70 - AP-20 霰彈塊
ammoEftShrapnel25Shotgun,23×75 榴霰弹,23×75 榴霰彈
ammoEftBarricadeSlug,23×75「Barrikada」霰弹块,23×75「Barrikada」霰彈塊

ammoEft54539Desc,5.45×39 全金属被甲弹。\n性能良好的中口径弹药。良好的伤害与穿透力。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,5.45×39 全金屬被甲彈。\n性能良好的中口徑彈藥。良好的傷害與穿透力。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
ammoEft54539APDesc,5.45×39 穿甲弹。\n高穿透力，确保你能穿透所有最高等级的装甲。对四肢造成较低伤害。\n可穿透耐久度 1500 的建筑方块。,5.45×39 穿甲彈。\n高穿透力，確保你能穿透所有最高等級的裝甲。對四肢造成較低傷害。\n可穿透耐久度 1500 的建築方塊。
ammoEft54539HPDesc,5.45×39 空尖弹。\n对非装甲目标造成非常高的伤害，但用来对付装甲殭尸时就很吃力。,5.45×39 空尖彈。\n對非裝甲目標造成非常高的傷害，但用來對付裝甲殭屍時就很吃力。
ammoEft55645NATODesc,5.56×45 全金属被甲弹。\n性能良好的中口径弹药。良好的伤害与穿透力。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,5.56×45 全金屬被甲彈。\n性能良好的中口徑彈藥。良好的傷害與穿透力。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
ammoEft55645NATOAPDesc,5.56×45 穿甲弹。\n高穿透力，确保你能穿透所有最高等级的装甲。对四肢造成较低伤害。\n可穿透耐久度 1500 的建筑方块。,5.56×45 穿甲彈。\n高穿透力，確保你能穿透所有最高等級的裝甲。對四肢造成較低傷害。\n可穿透耐久度 1500 的建築方塊。
ammoEft55645NATOHPDesc,5.56×45 空尖弹。\n对非装甲目标造成非常高的伤害，但用来对付装甲殭尸时就很吃力。,5.56×45 空尖彈。\n對非裝甲目標造成非常高的傷害，但用來對付裝甲殭屍時就很吃力。
ammoEft300blkDesc,.300 blackout 全金属被甲弹。\n性能良好的中口径弹药。良好的伤害与穿透力。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,.300 blackout 全金屬被甲彈。\n性能良好的中口徑彈藥。良好的傷害與穿透力。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
ammoEft300BblkAPDesc,.300 blackout 穿甲弹。\n高穿透力，确保你能穿透所有最高等级的装甲。对四肢造成较低伤害。\n可穿透耐久度 1500 的建筑方块。,.300 blackout 穿甲彈。\n高穿透力，確保你能穿透所有最高等級的裝甲。對四肢造成較低傷害。\n可穿透耐久度 1500 的建築方塊。
ammoEft300blkHPDesc,.300 blackout 空尖彈。\n对非装甲目标造成非常高的伤害，但用来对付装甲殭尸时就很吃力。,.300 blackout 空尖彈。\n對非裝甲目標造成非常高的傷害，但用來對付裝甲殭屍時就很吃力。
ammoEft76239Desc,7.62×39 全金属被甲弹。\n性能良好的中口径弹药。良好的伤害与穿透力。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,7.62×39 全金屬被甲彈。\n性能良好的中口徑彈藥。良好的傷害與穿透力。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
ammoEft76239APDesc,7.62×39 穿甲弹。\n高穿透力，确保你能穿透所有最高等级的装甲。对四肢造成较低伤害。\n可穿透耐久度 1500 的建筑方块。,7.62×39 穿甲彈。\n高穿透力，確保你能穿透所有最高等級的裝甲。對四肢造成較低傷害。\n可穿透耐久度 1500 的建築方塊。
ammoEft76239HPDesc,7.62×39 空尖弹。\n对非装甲目标造成非常高的伤害，但用来对付装甲殭尸时就很吃力。,7.62×39 空尖彈。\n對非裝甲目標造成非常高的傷害，但用來對付裝甲殭屍時就很吃力。
ammoEft939Desc,9×39 全金属被甲弹。\n性能良好的中口径弹药。良好的伤害与穿透力。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,9×39 全金屬被甲彈。\n性能良好的中口徑彈藥。良好的傷害與穿透力。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
ammoEft939APDesc,9×39 穿甲弹。\n高穿透力，确保你能穿透所有最高等级的装甲。对四肢造成较低伤害。\n可穿透耐久度 1500 的建筑方块。,9×39 穿甲彈。\n高穿透力，確保你能穿透所有最高等級的裝甲。對四肢造成較低傷害。\n可穿透耐久度 1500 的建築方塊。
ammoEft939HPDesc,9×39 空尖弹。\n对非装甲目标造成非常高的伤害，但用来对付装甲殭尸时就很吃力。,9×39 空尖彈。\n對非裝甲目標造成非常高的傷害，但用來對付裝甲殭屍時就很吃力。
ammoEft76251NATODesc,7.62×51 全金属被甲弹。\n重型标准弹药，具备坚实的伤害与穿透力。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,7.62×51 全金屬被甲彈。\n重型標準彈藥，具備堅實的傷害與穿透力。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
ammoEft76251NATOAPDesc,7.62×51 穿甲弹。\n高穿透力，以降低平均伤害为代价来快速对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 1500 的建筑方块。,7.62×51 穿甲彈。\n高穿透力，以降低平均傷害為代價來快速對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 1500 的建築方塊。
ammoEft76251NATOHPDesc,7.62×51 空尖弹。\n对软性目标造成毁灭性的伤害，但装甲穿透力不佳。,7.62×51 空尖彈。\n對軟性目標造成毀滅性的傷害，但裝甲穿透力不佳。
ammoEft76254RDesc,7.62×54R 全金属被甲弹。\n重型标准弹药，具备坚实的伤害与穿透力。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,7.62×54R 全金屬被甲彈。\n重型標準彈藥，具備堅實的傷害與穿透力。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
ammoEft76254RAPDesc,7.62×54R 穿甲弹。\n高穿透力，以降低平均伤害为代价来快速对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 1500 的建筑方块。,7.62×54R 穿甲彈。\n高穿透力，以降低平均傷害為代價來快速對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 1500 的建築方塊。
ammoEft76254RHPDesc,7.62×54R 空尖弹。\n对软性目标造成毁灭性的伤害，但装甲穿透力不佳。,7.62×54R 空尖彈。\n對軟性目標造成毀滅性的傷害，但裝甲穿透力不佳。
ammoEft12755PS12Desc,12.7×55 全金属被甲弹。\n重型标准弹药，具备坚实的伤害与穿透力。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 1500 的建筑方块。,12.7×55 全金屬被甲彈。\n重型標準彈藥，具備堅實的傷害與穿透力。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 1500 的建築方塊。
ammoEft12755PS12BDesc,12.7×55 穿甲弹。\n高穿透力，以降低平均伤害为代价来快速对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 2500 的建筑方块。,12.7×55 穿甲彈。\n高穿透力，以降低平均傷害為代價來快速對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 2500 的建築方塊。
ammoEft12755PS12ADesc,12.7×55 空尖弹。\n对软性目标造成毁灭性的伤害，但装甲穿透力不佳。,12.7×55 空尖彈。\n對軟性目標造成毀滅性的傷害，但裝甲穿透力不佳。
ammoEft338Desc,.338 Lapua Magnum（拉普马格南）全金属被甲弹。\n重型标准弹药，具备坚实的伤害与穿透力。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 1500 的建筑方块。,.338 Lapua Magnum（拉普麥格農）全金屬被甲彈。\n重型標準彈藥，具備堅實的傷害與穿透力。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 1500 的建築方塊。
ammoEft338APDesc,.338 Lapua Magnum（拉普马格南）穿甲弹。\n高穿透力，以降低平均伤害为代价来快速对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 2500 的建筑方块。,.338 Lapua Magnum（拉普麥格農）穿甲彈。\n高穿透力，以降低平均傷害為代價來快速對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 2500 的建築方塊。
ammoEft338HPDesc,.338 Lapua Magnum（拉普马格南）空尖弹。\n对软性目标造成毁灭性的伤害，但装甲穿透力不佳。,.338 Lapua Magnum（拉普麥格農）空尖彈。\n對軟性目標造成毀滅性的傷害，但裝甲穿透力不佳。
ammoEft76225mmTokarevDesc,7.62×25 全金属被甲弹。\n性能一般的轻型弹药。伤害与穿透力对得起它的口径。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,7.62×25 全金屬被甲彈。\n性能一般的輕型彈藥。傷害與穿透力對得起它的口徑。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
ammoEft918mmPMDesc,9×18 全金属被甲弹。\n性能一般的轻型弹药。伤害与穿透力对得起它的口径。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,9×18 全金屬被甲彈。\n性能一般的輕型彈藥。傷害與穿透力對得起它的口徑。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
ammoEft919mmDesc,9×19 全金属被甲弹。\n性能一般的轻型弹药。伤害与穿透力对得起它的口径。无法有效对付装甲殭尸。对四肢造成较低伤害。\n可穿透耐久度 750 的建筑方块。,9×19 全金屬被甲彈。\n性能一般的輕型彈藥。傷害與穿透力對得起它的口徑。無法有效對付裝甲殭屍。對四肢造成較低傷害。\n可穿透耐久度 750 的建築方塊。
